"","manufacturer","model","year","average_price"
"2761","fiat","124",2019,29078.75
"2762","fiat","124",2020,27000
"2763","fiat","500",2012,6272.95161290323
"2764","fiat","500",2013,8597.45744680851
"2765","fiat","500",2014,9090
"2766","fiat","500",2015,8316.32307692308
"2767","fiat","500",2016,12844.7413793103
"2768","fiat","500",2017,17180.7777777778
"2769","fiat","500",2018,14594.7142857143
"2770","fiat","500",2019,19142.8947368421
"2771","fiat","pop",2012,6995
"2772","fiat","spider",2017,19865
"2773","fiat","spider",2019,23000
"2774","ford","15",2014,11500
"2775","ford","150",2007,9930
"2776","ford","150",2010,13500
"2777","ford","150",2013,13995
"2778","ford","150",2014,21900
"2779","ford","150",2015,16744
"2780","ford","150",2020,40595
"2781","ford","2004",2004,3500
"2782","ford","2011",2011,32500
"2783","ford","2018",2018,41900
"2784","ford","250",2011,14900
"2785","ford","250",2013,34995
"2786","ford","250",2014,41999
"2787","ford","250",2015,32000
"2788","ford","350",2002,4000
"2789","ford","350",2003,14500
"2790","ford","350",2004,8000
"2791","ford","350",2015,30000
"2792","ford","3500",1994,32500
"2793","ford","3500",1999,7077
"2794","ford","3500",2008,5000
"2795","ford","450",2012,34978
"2796","ford","500",2005,3928.125
"2797","ford","500",2006,4333.33333333333
"2798","ford","500",2007,3950
"2799","ford","550",2006,12995
"2800","ford","550",2008,10000
"2801","ford","550sd",2010,43900
"2802","ford","700",1992,10500
"2803","ford","750",2005,29000
"2804","ford","750",2007,29000
"2805","ford","aerostar",1996,4125
"2806","ford","ambulette",2010,9500
"2807","ford","ambulette",2011,9500
"2808","ford","and",2000,18000
"2809","ford","box",2002,4500
"2810","ford","bronco",1992,5000
"2811","ford","bronco",1994,14603.1666666667
"2812","ford","bronco",1996,15776.6666666667
"2813","ford","bronco",2021,35777.3846153846
"2814","ford","bus",2011,11997
"2815","ford","bus",2013,17900
"2816","ford","c",2014,8995
"2817","ford","c",2015,9550
"2818","ford","c",2016,9990
"2819","ford","c",2017,14500
"2820","ford","c-max",2013,10458.4273504273
"2821","ford","c-max",2014,11200.6842105263
"2822","ford","c-max",2015,12152.1052631579
"2823","ford","c-max",2016,13084.6388888889
"2824","ford","c-max",2017,16130.2886597938
"2825","ford","c-max",2018,17207.1470588235
"2826","ford","cargo",2006,16200
"2827","ford","cargo",2012,11150
"2828","ford","cargo",2014,15900
"2829","ford","cargo",2015,17995
"2830","ford","certified",2017,22000
"2831","ford","cf8000",1999,29750
"2832","ford","club",1994,5992.5
"2833","ford","club",1996,3300
"2834","ford","clubwagon",1996,4000
"2835","ford","cmax",2013,7660.41666666667
"2836","ford","cmax",2014,9347.5
"2837","ford","cmax",2015,6950
"2838","ford","cmax",2016,12299.5
"2839","ford","cmax",2017,16995
"2840","ford","commercial",2000,24997
"2841","ford","commercial",2006,14999
"2842","ford","commercial",2013,39999
"2843","ford","connect",2012,10800
"2844","ford","convert",2007,5678
"2845","ford","criwn",2003,3500
"2846","ford","crow",2010,5800
"2847","ford","crown",1998,7865
"2848","ford","crown",1999,4333.33333333333
"2849","ford","crown",2000,5375
"2850","ford","crown",2001,5210
"2851","ford","crown",2002,4923.625
"2852","ford","crown",2003,5215.63636363636
"2853","ford","crown",2004,6335.83333333333
"2854","ford","crown",2005,4059
"2855","ford","crown",2006,5571.125
"2856","ford","crown",2007,5467.26666666667
"2857","ford","crown",2008,4549.21052631579
"2858","ford","crown",2009,7021.78947368421
"2859","ford","crown",2010,5298.11111111111
"2860","ford","crown",2011,6078.29411764706
"2861","ford","dege",2010,5200
"2862","ford","df250",2012,19900
"2863","ford","dump",1998,26500
"2864","ford","dump",2001,21500
"2865","ford","e",1998,8499.5
"2866","ford","e",2002,6500
"2867","ford","e",2003,9330
"2868","ford","e",2005,6500
"2869","ford","e",2006,7450
"2870","ford","e",2007,3900
"2871","ford","e",2008,14995
"2872","ford","e",2011,12705.5
"2873","ford","e",2012,12696
"2874","ford","e",2013,17799.25
"2875","ford","e",2014,10529.3333333333
"2876","ford","e-150",1994,5422
"2877","ford","e-150",1999,5246.25
"2878","ford","e-150",2000,7133.33333333333
"2879","ford","e-150",2001,3450
"2880","ford","e-150",2002,14500
"2881","ford","e-150",2003,4200
"2882","ford","e-150",2004,7329.66666666667
"2883","ford","e-150",2005,7300
"2884","ford","e-150",2006,11999
"2885","ford","e-150",2007,9798.33333333333
"2886","ford","e-150",2008,8219
"2887","ford","e-150",2009,18083.8888888889
"2888","ford","e-150",2010,15800
"2889","ford","e-150",2011,31995
"2890","ford","e-150",2012,15745.6
"2891","ford","e-150",2013,17219
"2892","ford","e-150",2014,16995
"2893","ford","e-150",2016,21800
"2894","ford","e-250",2003,4000
"2895","ford","e-250",2005,9788
"2896","ford","e-250",2006,8993.75
"2897","ford","e-250",2007,12763.75
"2898","ford","e-250",2008,12096.6666666667
"2899","ford","e-250",2010,14975
"2900","ford","e-250",2011,10655.1666666667
"2901","ford","e-250",2012,10618
"2902","ford","e-250",2013,14600
"2903","ford","e-250",2014,17515.7857142857
"2904","ford","e-350",1998,4200
"2905","ford","e-350",1999,7892.5
"2906","ford","e-350",2000,7900
"2907","ford","e-350",2001,11495
"2908","ford","e-350",2002,4200
"2909","ford","e-350",2003,8342.5
"2910","ford","e-350",2004,13241.1428571429
"2911","ford","e-350",2005,10275
"2912","ford","e-350",2006,11452.2142857143
"2913","ford","e-350",2007,14948
"2914","ford","e-350",2008,16385.6363636364
"2915","ford","e-350",2009,10796.3636363636
"2916","ford","e-350",2010,16365.7894736842
"2917","ford","e-350",2011,14630.7272727273
"2918","ford","e-350",2012,17733.8205128205
"2919","ford","e-350",2013,15866.2608695652
"2920","ford","e-350",2014,15784.2903225806
"2921","ford","e-350",2015,16831.6666666667
"2922","ford","e-350",2017,20100
"2923","ford","e-350",2018,26000
"2924","ford","e-350",2019,30995
"2925","ford","e-350sd",2009,9523
"2926","ford","e-350sd",2012,11288
"2927","ford","e-350sd",2013,16871.7058823529
"2928","ford","e-350sd",2014,11672
"2929","ford","e-450",2003,10000
"2930","ford","e-450",2006,8149.75
"2931","ford","e-450",2007,17916.875
"2932","ford","e-450",2008,10750
"2933","ford","e-450",2010,13900
"2934","ford","e-450",2011,22609.2307692308
"2935","ford","e-450",2012,17498
"2936","ford","e-450",2013,10999
"2937","ford","e-450",2014,16448.5
"2938","ford","e-450",2015,29895
"2939","ford","e-450",2016,9400
"2940","ford","e-450",2017,12285.5714285714
"2941","ford","e-450sd",2018,34995
"2942","ford","e-series",1994,14995
"2943","ford","e-series",1996,6995
"2944","ford","e-series",1998,6661.66666666667
"2945","ford","e-series",2000,29995
"2946","ford","e-series",2004,5499
"2947","ford","e-series",2005,10495
"2948","ford","e-series",2006,10077.8333333333
"2949","ford","e-series",2007,12901
"2950","ford","e-series",2008,10558.2
"2951","ford","e-series",2009,16188.3333333333
"2952","ford","e-series",2010,12097
"2953","ford","e-series",2011,13764.037037037
"2954","ford","e-series",2012,14369.9473684211
"2955","ford","e-series",2013,16192.7692307692
"2956","ford","e-series",2014,18788.5555555556
"2957","ford","e-series",2015,19420.5714285714
"2958","ford","e-series",2016,23950
"2959","ford","e-series",2017,30723.5
"2960","ford","e-series",2018,38047.7777777778
"2961","ford","e-series",2019,49900
"2962","ford","e150",1992,8444
"2963","ford","e150",1996,19925
"2964","ford","e150",1998,6425
"2965","ford","e150",1999,5155.3
"2966","ford","e150",2000,9166.33333333333
"2967","ford","e150",2001,8900
"2968","ford","e150",2002,5422.5
"2969","ford","e150",2003,5000
"2970","ford","e150",2004,6533.33333333333
"2971","ford","e150",2005,14630.5882352941
"2972","ford","e150",2006,6098
"2973","ford","e150",2007,12370
"2974","ford","e150",2008,15287.5
"2975","ford","e150",2010,11049.5
"2976","ford","e150",2011,7938.88888888889
"2977","ford","e150",2012,9808.25
"2978","ford","e150",2013,13964.7727272727
"2979","ford","e150",2014,13372.8571428571
"2980","ford","e250",1998,14000
"2981","ford","e250",1999,3500
"2982","ford","e250",2000,10398.3333333333
"2983","ford","e250",2002,9920
"2984","ford","e250",2003,5847.5
"2985","ford","e250",2004,5200
"2986","ford","e250",2005,6174.42857142857
"2987","ford","e250",2006,11005.3157894737
"2988","ford","e250",2007,9437.23076923077
"2989","ford","e250",2008,11153.2307692308
"2990","ford","e250",2009,9996.5
"2991","ford","e250",2010,11171.9117647059
"2992","ford","e250",2011,10723.75
"2993","ford","e250",2012,12685.25
"2994","ford","e250",2013,13042.4
"2995","ford","e250",2014,16574.7857142857
"2996","ford","e350",1996,8900
"2997","ford","e350",1998,10833.1666666667
"2998","ford","e350",1999,9659.8
"2999","ford","e350",2000,9905
"3000","ford","e350",2001,5250
"3001","ford","e350",2002,9664.28571428571
"3002","ford","e350",2003,12793.2
"3003","ford","e350",2004,14562.1875
"3004","ford","e350",2005,16417.25
"3005","ford","e350",2006,8437.2
"3006","ford","e350",2007,10030.1
"3007","ford","e350",2008,12458.7142857143
"3008","ford","e350",2009,8745.61538461538
"3009","ford","e350",2010,12975
"3010","ford","e350",2011,14933.7
"3011","ford","e350",2012,15895.2666666667
"3012","ford","e350",2013,14752.6
"3013","ford","e350",2014,18913.125
"3014","ford","e350",2015,20396.6666666667
"3015","ford","e350",2016,24348.75
"3016","ford","e350",2017,23900
"3017","ford","e350",2018,31325.3333333333
"3018","ford","e350",2019,38000
"3019","ford","e350sd",2013,14999
"3020","ford","e350sd",2014,18477
"3021","ford","e350sd",2016,29977
"3022","ford","e450",1999,9000
"3023","ford","e450",2000,5500
"3024","ford","e450",2001,17500
"3025","ford","e450",2003,9243
"3026","ford","e450",2004,5150
"3027","ford","e450",2005,10619.625
"3028","ford","e450",2006,9049.4
"3029","ford","e450",2007,20928.5714285714
"3030","ford","e450",2008,11298.8
"3031","ford","e450",2009,18585
"3032","ford","e450",2010,25247.5
"3033","ford","e450",2011,18335
"3034","ford","e450",2012,39663
"3035","ford","e450",2013,15070.7142857143
"3036","ford","e450",2014,20171.7272727273
"3037","ford","e450",2015,11249.5
"3038","ford","e450",2016,19315.8333333333
"3039","ford","eacape",2009,4925
"3040","ford","eacape",2010,5400
"3041","ford","ecape",2004,4995
"3042","ford","echosport",2021,16000
"3043","ford","ecnoline",2013,10800
"3044","ford","eco",2020,24995
"3045","ford","ecoline",2000,10650
"3046","ford","ecoline",2008,5500
"3047","ford","econline",2016,15000
"3048","ford","econoline",1992,8208.63636363636
"3049","ford","econoline",1994,24500
"3050","ford","econoline",1996,9500
"3051","ford","econoline",1998,11885
"3052","ford","econoline",1999,7977
"3053","ford","econoline",2000,7384.25
"3054","ford","econoline",2001,7383.33333333333
"3055","ford","econoline",2002,13581.6666666667
"3056","ford","econoline",2003,11229.75
"3057","ford","econoline",2004,10403.2
"3058","ford","econoline",2005,17079.8780487805
"3059","ford","econoline",2006,9165.62962962963
"3060","ford","econoline",2007,10980.4
"3061","ford","econoline",2008,22986.6229508197
"3062","ford","econoline",2009,9691.8
"3063","ford","econoline",2010,17957.6944444444
"3064","ford","econoline",2011,18331.4905660377
"3065","ford","econoline",2012,15001.7090909091
"3066","ford","econoline",2013,14817.1875
"3067","ford","econoline",2014,22904.5689655172
"3068","ford","econoline",2015,16625
"3069","ford","econoline",2016,24371.4905660377
"3070","ford","econoline450",2006,6500
"3071","ford","ecosport",2018,17164.3765432099
"3072","ford","ecosport",2019,18321.9411764706
"3073","ford","ecosport",2020,21539.9347826087
"3074","ford","ecosport",2021,23495.6666666667
"3075","ford","edge",2007,6544.09375
"3076","ford","edge",2008,6757.25
"3077","ford","edge",2009,7212.38028169014
"3078","ford","edge",2010,7977.03260869565
"3079","ford","edge",2011,10223.487654321
"3080","ford","edge",2012,9609.19811320755
"3081","ford","edge",2013,11835.5946745562
"3082","ford","edge",2014,14330.6754385965
"3083","ford","edge",2015,17089.8488372093
"3084","ford","edge",2016,18218.4551724138
"3085","ford","edge",2017,21716.0638297872
"3086","ford","edge",2018,24840.6900584795
"3087","ford","edge",2019,29196.8144329897
"3088","ford","edge",2020,32304.0537634409
"3089","ford","edge",2021,40420
"3090","ford","edgetitanium",2019,29500
"3091","ford","egde",2011,7000
"3092","ford","eldor",2013,13500
"3093","ford","eonoline",2010,10900
"3094","ford","esape",2014,13885
"3095","ford","escape",2001,4647.73333333333
"3096","ford","escape",2002,4068
"3097","ford","escape",2003,4629.4
"3098","ford","escape",2004,4189.13636363636
"3099","ford","escape",2005,5034.69135802469
"3100","ford","escape",2006,4945.28703703704
"3101","ford","escape",2007,5241.38888888889
"3102","ford","escape",2008,5952.45142857143
"3103","ford","escape",2009,6177.77304964539
"3104","ford","escape",2010,6663
"3105","ford","escape",2011,6938.78205128205
"3106","ford","escape",2012,7671.61428571429
"3107","ford","escape",2013,9665.04842615012
"3108","ford","escape",2014,11840.5679012346
"3109","ford","escape",2015,13021.1216216216
"3110","ford","escape",2016,14325.625
"3111","ford","escape",2017,16691.2901678657
"3112","ford","escape",2018,18223.8804878049
"3113","ford","escape",2019,21506.5596330275
"3114","ford","escape",2020,26760.1463414634
"3115","ford","escape",2021,26989.5714285714
"3116","ford","escape-se,",2016,17900
"3117","ford","escort",1998,3995
"3118","ford","escort",2000,4450
"3119","ford","escort",2002,5995
"3120","ford","etc",1999,3500
"3121","ford","excursion",1999,9000
"3122","ford","excursion",2000,11033.3125
"3123","ford","excursion",2001,17866.4920634921
"3124","ford","excursion",2002,16364.7857142857
"3125","ford","excursion",2003,16517.3055555556
"3126","ford","excursion",2004,15503.8787878788
"3127","ford","excursion",2005,17844.4666666667
"3128","ford","excursion",2006,21500
"3129","ford","excusrion",2002,12995
"3130","ford","exolorer",2004,3450
"3131","ford","expadition",2007,7711
"3132","ford","expedition",1998,4522.5
"3133","ford","expedition",1999,4299
"3134","ford","expedition",2000,4887.42857142857
"3135","ford","expedition",2001,4007.63636363636
"3136","ford","expedition",2002,4648.57142857143
"3137","ford","expedition",2003,5665.94736842105
"3138","ford","expedition",2004,5229.31081081081
"3139","ford","expedition",2005,6291.96363636364
"3140","ford","expedition",2006,6590.62121212121
"3141","ford","expedition",2007,8209.5
"3142","ford","expedition",2008,8523.56493506493
"3143","ford","expedition",2009,8977.96153846154
"3144","ford","expedition",2010,10797.6710526316
"3145","ford","expedition",2011,11922.9090909091
"3146","ford","expedition",2012,12570.1481481481
"3147","ford","expedition",2013,16175.670212766
"3148","ford","expedition",2014,19059.4431818182
"3149","ford","expedition",2015,22975.4512195122
"3150","ford","expedition",2016,21636.0120481928
"3151","ford","expedition",2017,29262.4869215292
"3152","ford","expedition",2018,42812.8333333333
"3153","ford","expedition",2019,50795.12
"3154","ford","expedition",2020,49463.1578947368
"3155","ford","expedition",2021,56895
"3156","ford","expediton",2017,28990
"3157","ford","expedtion",2003,5995
"3158","ford","expetion",2007,13850
"3159","ford","expidition",2001,4999
"3160","ford","explore",2016,21847
"3161","ford","explorer",1992,5900
"3162","ford","explorer",1994,6500
"3163","ford","explorer",1996,4396
"3164","ford","explorer",1998,4682
"3165","ford","explorer",1999,5180.47058823529
"3166","ford","explorer",2000,4950.71428571429
"3167","ford","explorer",2001,5269.41379310345
"3168","ford","explorer",2002,4740.41176470588
"3169","ford","explorer",2003,5223
"3170","ford","explorer",2004,5345.95789473684
"3171","ford","explorer",2005,6128.72826086957
"3172","ford","explorer",2006,5542.19718309859
"3173","ford","explorer",2007,7585.81739130435
"3174","ford","explorer",2008,6912.97872340426
"3175","ford","explorer",2009,10515.380952381
"3176","ford","explorer",2010,8178.25170068027
"3177","ford","explorer",2011,10242.7189542484
"3178","ford","explorer",2012,12669.6203703704
"3179","ford","explorer",2013,13313.1666666667
"3180","ford","explorer",2014,15965.9849056604
"3181","ford","explorer",2015,17987.8935361217
"3182","ford","explorer",2016,21221.1680327869
"3183","ford","explorer",2017,25772.4534161491
"3184","ford","explorer",2018,30419.6907630522
"3185","ford","explorer",2019,35187.5434782609
"3186","ford","explorer",2020,43899.4666666667
"3187","ford","explorer",2021,45543.0434782609
"3188","ford","explorer",2022,4790
"3189","ford","explorer-sport",2017,25000
"3190","ford","explorere",2001,4200
"3191","ford","explorerxlt",2013,9999
"3192","ford","exployer",2002,3800
"3193","ford","exployer",2013,17000
"3194","ford","explrer",2013,9295
"3195","ford","f -150",2003,9500
"3196","ford","f -150",2017,48500
"3197","ford","f 150",1998,6500
"3198","ford","f 150",2000,6495
"3199","ford","f 150",2004,11500
"3200","ford","f 150",2006,8247.5
"3201","ford","f 150",2007,8800
"3202","ford","f 150",2008,7995
"3203","ford","f 150",2009,12995
"3204","ford","f 150",2010,12995
"3205","ford","f 150",2012,21381.6666666667
"3206","ford","f 150",2013,15995
"3207","ford","f 150",2014,16995
"3208","ford","f 150",2015,20994
"3209","ford","f 150",2016,26000
"3210","ford","f 150",2017,38888
"3211","ford","f 150",2018,35727.4
"3212","ford","f 150",2019,39980.5
"3213","ford","f 150",2020,43995
"3214","ford","f 150xl",2016,23995
"3215","ford","f 250",2003,8775
"3216","ford","f 250",2004,11500
"3217","ford","f 250",2006,14500
"3218","ford","f 250",2011,30311.625
"3219","ford","f 250",2015,29124.5
"3220","ford","f 250",2016,49995
"3221","ford","f 250",2019,49497
"3222","ford","f 350",1996,15000
"3223","ford","f 350",2002,18000
"3224","ford","f 350",2003,19995
"3225","ford","f 350",2004,3800
"3226","ford","f 350",2008,20995
"3227","ford","f 350",2009,17900
"3228","ford","f 350",2011,23499
"3229","ford","f 350",2012,22224.25
"3230","ford","f 350",2014,28199
"3231","ford","f 350",2015,26199
"3232","ford","f 350",2016,33499
"3233","ford","f 350",2017,39999
"3234","ford","f 350sd",2008,8628
"3235","ford","f 350sd",2019,55191
"3236","ford","f 450",1999,10500
"3237","ford","f 450",2003,12750
"3238","ford","f 450",2006,13000
"3239","ford","f 450",2008,21499
"3240","ford","f 450",2011,32999
"3241","ford","f 450",2017,39999
"3242","ford","f 550",2003,8500
"3243","ford","f 550",2006,16000
"3244","ford","f 550",2008,23500
"3245","ford","f 550",2014,34499
"3246","ford","f 550",2015,29999
"3247","ford","f 550",2016,41999
"3248","ford","f 650",2000,20000
"3249","ford","f 650",2002,15999
"3250","ford","f 650",2013,15999
"3251","ford","f 650",2015,46999
"3252","ford","f 650",2016,46999
"3253","ford","f 750",2008,19500
"3254","ford","f 750",2010,41999
"3255","ford","f 750.",2010,41999
"3256","ford","f super",1992,8000
"3257","ford","f-",2016,25000
"3258","ford","f-150",1992,10365
"3259","ford","f-150",1994,8246.78571428571
"3260","ford","f-150",1996,6731.83333333333
"3261","ford","f-150",1998,5189.95833333333
"3262","ford","f-150",1999,6176.38235294118
"3263","ford","f-150",2000,5856.87878787879
"3264","ford","f-150",2001,7436.89873417722
"3265","ford","f-150",2002,7360.86363636364
"3266","ford","f-150",2003,7990.41379310345
"3267","ford","f-150",2004,9107.65408805031
"3268","ford","f-150",2005,8579.07692307692
"3269","ford","f-150",2006,8368.27685950413
"3270","ford","f-150",2007,10346.9822485207
"3271","ford","f-150",2008,10483.9193548387
"3272","ford","f-150",2009,12389.6989247312
"3273","ford","f-150",2010,15242.6493775934
"3274","ford","f-150",2011,16937.3145780051
"3275","ford","f-150",2012,19196.6902050114
"3276","ford","f-150",2013,21838.6185344828
"3277","ford","f-150",2014,24685.6961538462
"3278","ford","f-150",2015,30736.8647845468
"3279","ford","f-150",2016,31508.0564399421
"3280","ford","f-150",2017,33704.6082949309
"3281","ford","f-150",2018,38156.0102272727
"3282","ford","f-150",2019,40672.8906666667
"3283","ford","f-150",2020,45123.7446808511
"3284","ford","f-150",2021,47109.1
"3285","ford","f-150",2022,10000
"3286","ford","f-150/7700",2000,3995
"3287","ford","f-1500",2014,26785
"3288","ford","f-150xl",2014,15500
"3289","ford","f-25",2011,39950
"3290","ford","f-250",1992,23705
"3291","ford","f-250",1994,7775
"3292","ford","f-250",1996,17078.5306122449
"3293","ford","f-250",1998,8769.16666666667
"3294","ford","f-250",1999,20285.214953271
"3295","ford","f-250",2000,15969
"3296","ford","f-250",2001,16114.8510638298
"3297","ford","f-250",2002,19584.4310344828
"3298","ford","f-250",2003,13225.8235294118
"3299","ford","f-250",2004,14653.2222222222
"3300","ford","f-250",2005,10697.3913043478
"3301","ford","f-250",2006,14528.6266666667
"3302","ford","f-250",2007,15933.2162162162
"3303","ford","f-250",2008,17548.0725806452
"3304","ford","f-250",2009,17941.675
"3305","ford","f-250",2010,17416.7391304348
"3306","ford","f-250",2011,26009.4353741497
"3307","ford","f-250",2012,27878.6853932584
"3308","ford","f-250",2013,27908.1279069767
"3309","ford","f-250",2014,30362.8383838384
"3310","ford","f-250",2015,35520.38671875
"3311","ford","f-250",2016,40631.688372093
"3312","ford","f-250",2017,42490.1761363636
"3313","ford","f-250",2018,43344.6363636364
"3314","ford","f-250",2019,46872.0396039604
"3315","ford","f-250",2020,49576.1666666667
"3316","ford","f-250",2021,39731.5
"3317","ford","f-250sd",1999,15996
"3318","ford","f-250sd",2003,7968.5
"3319","ford","f-250sd",2004,13497
"3320","ford","f-250sd",2008,21584.3333333333
"3321","ford","f-250sd",2009,17158.3333333333
"3322","ford","f-250sd",2011,39950
"3323","ford","f-250sd",2012,35495
"3324","ford","f-250sd",2013,32950
"3325","ford","f-250sd",2014,28750
"3326","ford","f-250sd",2015,37141.2105263158
"3327","ford","f-250sd",2016,43522.7647058823
"3328","ford","f-250sd",2017,47311.3
"3329","ford","f-250sd",2018,41945
"3330","ford","f-250sd",2019,50020.7777777778
"3331","ford","f-250sd",2020,56995
"3332","ford","f-330",2011,28449
"3333","ford","f-350",1992,5997.85714285714
"3334","ford","f-350",1994,13700
"3335","ford","f-350",1996,10155.3333333333
"3336","ford","f-350",1998,14500
"3337","ford","f-350",1999,24383.9523809524
"3338","ford","f-350",2000,21604.1621621622
"3339","ford","f-350",2001,19466.1111111111
"3340","ford","f-350",2002,17970
"3341","ford","f-350",2003,19336.6944444444
"3342","ford","f-350",2004,14024.1304347826
"3343","ford","f-350",2005,14474.1219512195
"3344","ford","f-350",2006,14927
"3345","ford","f-350",2007,15264.24
"3346","ford","f-350",2008,18369.7663551402
"3347","ford","f-350",2009,20564.75
"3348","ford","f-350",2010,21208.1904761905
"3349","ford","f-350",2011,30118.7155172414
"3350","ford","f-350",2012,31321.2385321101
"3351","ford","f-350",2013,33496.2
"3352","ford","f-350",2014,37096.1769911504
"3353","ford","f-350",2015,37727.9487179487
"3354","ford","f-350",2016,40694.625
"3355","ford","f-350",2017,44446.6292134831
"3356","ford","f-350",2018,42572.1666666667
"3357","ford","f-350",2019,53502.6136363636
"3358","ford","f-350",2020,55674
"3359","ford","f-350",2021,50832.5
"3360","ford","f-350.",2007,17750
"3361","ford","f-350crew",2015,35995
"3362","ford","f-350sd",2003,21995
"3363","ford","f-350sd",2009,15755
"3364","ford","f-350sd",2011,27497.5
"3365","ford","f-350sd",2012,38084.2727272727
"3366","ford","f-350sd",2013,41553
"3367","ford","f-350sd",2014,33459.375
"3368","ford","f-350sd",2015,32758.3076923077
"3369","ford","f-350sd",2016,34306.9166666667
"3370","ford","f-350sd",2017,39399
"3371","ford","f-350sd",2019,55500
"3372","ford","f-350sd",2020,46970
"3373","ford","f-450",1994,12500
"3374","ford","f-450",1999,13950
"3375","ford","f-450",2000,19536.6
"3376","ford","f-450",2001,18938.0833333333
"3377","ford","f-450",2002,15500
"3378","ford","f-450",2003,20184.6666666667
"3379","ford","f-450",2004,9740
"3380","ford","f-450",2005,17979.8
"3381","ford","f-450",2006,20649.2857142857
"3382","ford","f-450",2007,14491.5
"3383","ford","f-450",2008,23884.5581395349
"3384","ford","f-450",2009,21500
"3385","ford","f-450",2011,34256.3636363636
"3386","ford","f-450",2012,34294.75
"3387","ford","f-450",2013,37940.3793103448
"3388","ford","f-450",2014,30374.6666666667
"3389","ford","f-450",2015,40709
"3390","ford","f-450",2016,31092.8571428571
"3391","ford","f-450",2017,44282.5714285714
"3392","ford","f-450sd",2004,12998
"3393","ford","f-450sd",2011,45191
"3394","ford","f-450sd",2012,37858.125
"3395","ford","f-450sd",2013,35447.5
"3396","ford","f-450sd",2015,46620
"3397","ford","f-450sd",2016,38992.5
"3398","ford","f-450sd",2018,46495
"3399","ford","f-450sd",2019,45545.2222222222
"3400","ford","f-550",1999,20249.5
"3401","ford","f-550",2000,21998.5
"3402","ford","f-550",2001,13000
"3403","ford","f-550",2002,24040
"3404","ford","f-550",2003,23656.3571428571
"3405","ford","f-550",2004,13085.5714285714
"3406","ford","f-550",2005,15497.5
"3407","ford","f-550",2006,19387.9375
"3408","ford","f-550",2007,12630.5
"3409","ford","f-550",2008,21970.6304347826
"3410","ford","f-550",2009,22565.2857142857
"3411","ford","f-550",2010,17500
"3412","ford","f-550",2011,33837
"3413","ford","f-550",2012,33232.3783783784
"3414","ford","f-550",2013,35675.3846153846
"3415","ford","f-550",2014,40243.8823529412
"3416","ford","f-550",2015,39490.0833333333
"3417","ford","f-550",2016,39657.619047619
"3418","ford","f-550",2017,39809.8333333333
"3419","ford","f-550",2018,48493
"3420","ford","f-550",2019,52900
"3421","ford","f-550",2021,53250
"3422","ford","f-550sd",2013,32995
"3423","ford","f-550sd",2014,46245
"3424","ford","f-550sd",2015,34995
"3425","ford","f-550sd",2016,43547.7777777778
"3426","ford","f-550sd",2017,53995
"3427","ford","f-640",2007,39500
"3428","ford","f-650",2000,13000
"3429","ford","f-650",2003,19326.6666666667
"3430","ford","f-650",2004,29950
"3431","ford","f-650",2005,46094
"3432","ford","f-650",2007,39500
"3433","ford","f-650",2008,38590.9090909091
"3434","ford","f-650",2009,39060
"3435","ford","f-650",2010,29900
"3436","ford","f-650",2012,40750
"3437","ford","f-650",2017,42090
"3438","ford","f-650sd",2006,31900
"3439","ford","f-650sd",2010,35995
"3440","ford","f-650sd",2017,52895
"3441","ford","f-750",2001,15000
"3442","ford","f-750",2005,44995
"3443","ford","f-750",2006,44995
"3444","ford","f-750",2007,41500
"3445","ford","f-750",2008,34250
"3446","ford","f-750",2009,34158
"3447","ford","f-750",2011,27990
"3448","ford","f-750",2012,49997
"3449","ford","f-750",2013,29133
"3450","ford","f-750",2015,37833.3333333333
"3451","ford","f-800",1998,24750
"3452","ford","f-800",1999,8500
"3453","ford","f-super",1996,14000
"3454","ford","f/15o",2004,10950
"3455","ford","f/8oo",1998,27950
"3456","ford","f1250",2011,13995
"3457","ford","f140",2006,5990
"3458","ford","f150",1992,15966.6666666667
"3459","ford","f150",1994,7866.11111111111
"3460","ford","f150",1996,7844.33333333333
"3461","ford","f150",1998,6604.44444444444
"3462","ford","f150",1999,6171
"3463","ford","f150",2000,15232.2888888889
"3464","ford","f150",2001,7871.82857142857
"3465","ford","f150",2002,7723.23076923077
"3466","ford","f150",2003,7160.93023255814
"3467","ford","f150",2004,8964.94047619048
"3468","ford","f150",2005,7417.70212765957
"3469","ford","f150",2006,7996.35616438356
"3470","ford","f150",2007,9353.88505747127
"3471","ford","f150",2008,10496.8076923077
"3472","ford","f150",2009,11460.2285714286
"3473","ford","f150",2010,14414.4838709677
"3474","ford","f150",2011,15551.3777777778
"3475","ford","f150",2012,18586.0823529412
"3476","ford","f150",2013,22038.4442446043
"3477","ford","f150",2014,25742.9067460317
"3478","ford","f150",2015,30213.3994252874
"3479","ford","f150",2016,30050.9423791822
"3480","ford","f150",2017,35276.2466487936
"3481","ford","f150",2018,37227.0436046512
"3482","ford","f150",2019,37070.0942028986
"3483","ford","f150",2020,46388.965648855
"3484","ford","f150",2021,42372.6666666667
"3485","ford","f150,",2014,21999
"3486","ford","f150xl",2008,5200
"3487","ford","f150xlt",1992,5600
"3488","ford","f150xlt",2005,3500
"3489","ford","f150xlt",2015,16999
"3490","ford","f15o",2004,10995
"3491","ford","f25",2006,3500
"3492","ford","f250",1992,8725
"3493","ford","f250",1994,8821.42857142857
