"","manufacturer","model","year","average_price"
"5537","jeep","cherokee altitude",2021,29810
"5538","jeep","cherokee awd",2007,5495
"5539","jeep","cherokee cherokee",2014,15500
"5540","jeep","cherokee classic",2000,10495
"5541","jeep","cherokee country",1994,5500
"5542","jeep","cherokee country",1996,5995
"5543","jeep","cherokee fwd",2015,12500
"5544","jeep","cherokee high",2017,21990
"5545","jeep","cherokee laredo",1992,5000
"5546","jeep","cherokee laredo",2000,3500
"5547","jeep","cherokee laredo",2018,25995
"5548","jeep","cherokee latitude",2014,13231.125
"5549","jeep","cherokee latitude",2015,15083.4117647059
"5550","jeep","cherokee latitude",2016,15740.4516129032
"5551","jeep","cherokee latitude",2017,15387
"5552","jeep","cherokee latitude",2018,22868.625
"5553","jeep","cherokee latitude",2019,25399.8823529412
"5554","jeep","cherokee latitude",2020,24077.5
"5555","jeep","cherokee limited",1992,3800
"5556","jeep","cherokee limited",1998,7000
"5557","jeep","cherokee limited",2014,15534.0909090909
"5558","jeep","cherokee limited",2015,16973.4666666667
"5559","jeep","cherokee limited",2016,20035.375
"5560","jeep","cherokee limited",2017,17826.125
"5561","jeep","cherokee limited",2018,24220.5
"5562","jeep","cherokee limited",2019,25877.5
"5563","jeep","cherokee limited",2020,23247.5
"5564","jeep","cherokee limited*",2017,26337
"5565","jeep","cherokee limited**navi*lea",2019,29337
"5566","jeep","cherokee ltd",2017,15995
"5567","jeep","cherokee overland",2017,27995
"5568","jeep","cherokee overland",2018,24949.4
"5569","jeep","cherokee police",1999,13876
"5570","jeep","cherokee sport",1994,8500
"5571","jeep","cherokee sport",1996,5544
"5572","jeep","cherokee sport",1998,6037.4
"5573","jeep","cherokee sport",1999,5539
"5574","jeep","cherokee sport",2000,5569.5
"5575","jeep","cherokee sport",2001,6735.42857142857
"5576","jeep","cherokee sport",2014,14645.7777777778
"5577","jeep","cherokee sport",2015,12693.2
"5578","jeep","cherokee sport",2016,17048.8
"5579","jeep","cherokee sport",2017,17194
"5580","jeep","cherokee traihawk",2014,12500
"5581","jeep","cherokee trail",2014,14995
"5582","jeep","cherokee trail",2017,18995
"5583","jeep","cherokee trailhawk",2014,18134
"5584","jeep","cherokee trailhawk",2015,18909.7777777778
"5585","jeep","cherokee trailhawk",2016,22011.8214285714
"5586","jeep","cherokee trailhawk",2017,23905.7272727273
"5587","jeep","cherokee trailhawk",2018,24525
"5588","jeep","cherokee trailhawk",2019,25999
"5589","jeep","cherokee trailhawk",2020,32882.5
"5590","jeep","cherokee xj",1996,7500
"5591","jeep","cherokee xj",2000,12625
"5592","jeep","cherokee xj",2001,6750
"5593","jeep","cherokree",2015,11850
"5594","jeep","chrokee",2015,14988
"5595","jeep","commander",2006,6527.46153846154
"5596","jeep","commander",2007,6420.32075471698
"5597","jeep","commander",2008,7650.64
"5598","jeep","commander",2009,6697.5
"5599","jeep","commander",2010,7661.1875
"5600","jeep","compas",2007,3400
"5601","jeep","compass",2007,4969.29032258064
"5602","jeep","compass",2008,5711.6
"5603","jeep","compass",2009,6228.91666666667
"5604","jeep","compass",2010,6706.6
"5605","jeep","compass",2011,7188.86363636364
"5606","jeep","compass",2012,8555.48333333333
"5607","jeep","compass",2013,9201.48148148148
"5608","jeep","compass",2014,10999.623655914
"5609","jeep","compass",2015,11758.7727272727
"5610","jeep","compass",2016,12501.0105263158
"5611","jeep","compass",2017,15739.1126760563
"5612","jeep","compass",2018,21977.5279503106
"5613","jeep","compass",2019,23380.8795180723
"5614","jeep","compass",2020,23194.3414634146
"5615","jeep","compass",2021,25497.5
"5616","jeep","delivery",1996,6995
"5617","jeep","geand cherokee",2015,25695
"5618","jeep","gladiator",2019,41995
"5619","jeep","gladiator",2020,45874.7626262626
"5620","jeep","gladiator",2021,52202.2857142857
"5621","jeep","gr cherokee",2007,6975
"5622","jeep","gr. cherokee",2006,4995
"5623","jeep","gr. cherokee",2009,6750
"5624","jeep","gran cherokee",2007,6500
"5625","jeep","grand",1998,8500
"5626","jeep","grand",2007,6995
"5627","jeep","grand cherokee",1994,4170
"5628","jeep","grand cherokee",1996,5369.63636363636
"5629","jeep","grand cherokee",1998,5817.91666666667
"5630","jeep","grand cherokee",1999,5025.64516129032
"5631","jeep","grand cherokee",2000,5054.87878787879
"5632","jeep","grand cherokee",2001,4613.33333333333
"5633","jeep","grand cherokee",2002,5694.51351351351
"5634","jeep","grand cherokee",2003,5776.80769230769
"5635","jeep","grand cherokee",2004,5204.73076923077
"5636","jeep","grand cherokee",2005,5914.56074766355
"5637","jeep","grand cherokee",2006,6430.4375
"5638","jeep","grand cherokee",2007,7183.9898989899
"5639","jeep","grand cherokee",2008,7397.65
"5640","jeep","grand cherokee",2009,8266.54761904762
"5641","jeep","grand cherokee",2010,9809.20754716981
"5642","jeep","grand cherokee",2011,12170.4139534884
"5643","jeep","grand cherokee",2012,13961.4109589041
"5644","jeep","grand cherokee",2013,15910.7333333333
"5645","jeep","grand cherokee",2014,18981.0298507463
"5646","jeep","grand cherokee",2015,21481.6905660377
"5647","jeep","grand cherokee",2016,25751.2032520325
"5648","jeep","grand cherokee",2017,26909.9113924051
"5649","jeep","grand cherokee",2018,32016.4408602151
"5650","jeep","grand cherokee",2019,34310.3963963964
"5651","jeep","grand cherokee",2020,38753.3636363636
"5652","jeep","grand cherokee",2021,48460
"5653","jeep","grand+cherokee",2011,11995
"5654","jeep","grand+cherokee",2014,18491
"5655","jeep","grand+cherokee",2015,16999
"5656","jeep","grand+cherokee",2018,26995
"5657","jeep","grandcherokee",2011,6500
"5658","jeep","grandcherokee srt",2015,47981
"5659","jeep","jk",2018,38000
"5660","jeep","jku",2008,21500
"5661","jeep","libert",2005,5000
"5662","jeep","libert",2006,9990
"5663","jeep","liberty",2002,4979.84848484848
"5664","jeep","liberty",2003,4761.8085106383
"5665","jeep","liberty",2004,4704.22
"5666","jeep","liberty",2005,5341.55952380952
"5667","jeep","liberty",2006,5095.46666666667
"5668","jeep","liberty",2007,5805.71428571429
"5669","jeep","liberty",2008,6789.67741935484
"5670","jeep","liberty",2009,6334.9375
"5671","jeep","liberty",2010,7548.38709677419
"5672","jeep","liberty",2011,9328.38636363636
"5673","jeep","liberty",2012,9228.30769230769
"5674","jeep","liberty4x4",2006,5977
"5675","jeep","lifted",2005,10999
"5676","jeep","lifted",2006,29999
"5677","jeep","lifted",2011,16998
"5678","jeep","lifted",2013,27999
"5679","jeep","lifted",2014,27999
"5680","jeep","lifted",2015,34999
"5681","jeep","lifted",2016,37196.6
"5682","jeep","lifted",2017,36499
"5683","jeep","lifted",2018,43749
"5684","jeep","lifted",2019,49999
"5685","jeep","lifted",2020,50999
"5686","jeep","lifted cherokee",2020,35999
"5687","jeep","lifted grand",2020,42554.5555555556
"5688","jeep","limited",2006,4000
"5689","jeep","lj",2005,15900
"5690","jeep","lj",2006,28950
"5691","jeep","mariner",2006,4400
"5692","jeep","new",2017,22990
"5693","jeep","p",2008,4500
"5694","jeep","partiot",2012,5500
"5695","jeep","patriot",2007,5997.33333333333
"5696","jeep","patriot",2008,5636.6
"5697","jeep","patriot",2009,5537.44444444444
"5698","jeep","patriot",2010,5534.24074074074
"5699","jeep","patriot",2011,7213.0350877193
"5700","jeep","patriot",2012,7505.33333333333
"5701","jeep","patriot",2013,7734.57142857143
"5702","jeep","patriot",2014,8496.34027777778
"5703","jeep","patriot",2015,11456.6850393701
"5704","jeep","patriot",2016,11979.2115384615
"5705","jeep","patriot",2017,14483.5593220339
"5706","jeep","patroit",2009,6000
"5707","jeep","patroit",2010,5995
"5708","jeep","patroit",2015,10995
"5709","jeep","ranger",2021,52999
"5710","jeep","renegade",2012,11800
"5711","jeep","renegade",2015,15026.8545454545
"5712","jeep","renegade",2016,16442.4228571429
"5713","jeep","renegade",2017,18658.3855421687
"5714","jeep","renegade",2018,18752.568627451
"5715","jeep","renegade",2019,22501.6216216216
"5716","jeep","renegade",2020,22788.1351351351
"5717","jeep","renegade",2021,23968
"5718","jeep","rio",1996,8500
"5719","jeep","rubicom",2006,19800
"5720","jeep","rubicon",2003,12500
"5721","jeep","rubicon",2005,22500
"5722","jeep","rubicon",2006,18900
"5723","jeep","rubicon",2008,20610
"5724","jeep","rubicon",2010,21000
"5725","jeep","rubicon",2013,25000
"5726","jeep","rubicon",2017,48000
"5727","jeep","sahara",2012,27500
"5728","jeep","sport",1998,5500
"5729","jeep","sport",1999,14800
"5730","jeep","tj",1998,4500
"5731","jeep","tj",2000,12250
"5732","jeep","tj",2006,26500
"5733","jeep","trailhawk",2018,21995
"5734","jeep","unlimited",2009,22750
"5735","jeep","unlimited",2011,18399
"5736","jeep","wranger",2001,3999
"5737","jeep","wranger",2009,12500
"5738","jeep","wranget",2000,10785
"5739","jeep","wrangkwr",2018,39977
"5740","jeep","wrangle",2004,9900
"5741","jeep","wrangler",1992,8643.82352941176
"5742","jeep","wrangler",1994,8429.38095238095
"5743","jeep","wrangler",1998,10072.7446808511
"5744","jeep","wrangler",1999,10400
"5745","jeep","wrangler",2000,10656.6666666667
"5746","jeep","wrangler",2001,12330.5272727273
"5747","jeep","wrangler",2002,11585.6037735849
"5748","jeep","wrangler",2003,12573.8192771084
"5749","jeep","wrangler",2004,15403.974789916
"5750","jeep","wrangler",2005,15694.0373831776
"5751","jeep","wrangler",2006,15111.0330578512
"5752","jeep","wrangler",2007,16662.1366459627
"5753","jeep","wrangler",2008,17449.8546712803
"5754","jeep","wrangler",2009,17303.4166666667
"5755","jeep","wrangler",2010,19578.1279069767
"5756","jeep","wrangler",2011,20819.2598187311
"5757","jeep","wrangler",2012,23229.6144859813
"5758","jeep","wrangler",2013,25167.9205702648
"5759","jeep","wrangler",2014,27895.6805251641
"5760","jeep","wrangler",2015,29886.1716101695
"5761","jeep","wrangler",2016,31355.2361396304
"5762","jeep","wrangler",2017,33558.7041942605
"5763","jeep","wrangler",2018,37785.8031026253
"5764","jeep","wrangler",2019,40825.9208333333
"5765","jeep","wrangler",2020,40255.2732732733
"5766","jeep","wrangler",2021,43869.5636363636
"5767","jeep","wrangler/tj",2000,5000
"5768","jeep","wranlger",2017,25900
"5769","jeep","wringler",2015,26980
"5770","jeep","wrnagler",2005,15000
"5771","jeep","xj",2001,3500
"5772","jeep","xj cherokee",1998,7466.66666666667
"5773","jeep","yj",1992,3800
"5774","jeep","yj",1994,22500
"5775","kia","amanti",2005,4835.83333333333
"5776","kia","amanti",2006,3450
"5777","kia","amanti",2007,4745
"5778","kia","amanti",2008,4555.55555555556
"5779","kia","amanti",2009,3750
"5780","kia","borrego",2009,7260.25
"5781","kia","cadenza",2014,11874.0476190476
"5782","kia","cadenza",2015,14461
"5783","kia","cadenza",2016,19990
"5784","kia","cadenza",2017,22017.7058823529
"5785","kia","cadenza",2018,23856.6666666667
"5786","kia","cadenza",2019,27717
"5787","kia","cadenza",2020,39455
"5788","kia","corento",2018,18997
"5789","kia","forte",2004,3500
"5790","kia","forte",2010,6600.60273972603
"5791","kia","forte",2011,6018.85365853659
"5792","kia","forte",2012,6144.54237288136
"5793","kia","forte",2013,7744.77551020408
"5794","kia","forte",2014,7603.36231884058
"5795","kia","forte",2015,8957.94594594595
"5796","kia","forte",2016,14292.1048951049
"5797","kia","forte",2017,11676.431372549
"5798","kia","forte",2018,13013.1523809524
"5799","kia","forte",2019,16745.4054054054
"5800","kia","forte",2020,19024.6451612903
"5801","kia","forte",2021,21615
"5802","kia","forte5",2012,9999
"5803","kia","forte5",2013,12900
"5804","kia","forte5",2015,11247.5
"5805","kia","forte5",2016,13692.037037037
"5806","kia","forte5",2017,14407.8333333333
"5807","kia","forte5",2018,17656.6666666667
"5808","kia","k5",2021,26463.7272727273
"5809","kia","k900",2015,20190
"5810","kia","k900",2016,17995
"5811","kia","k900",2017,25774.6153846154
"5812","kia","k900",2019,42910.9756097561
"5813","kia","new",2006,3495
"5814","kia","niro",2017,17735.7111111111
"5815","kia","niro",2018,20221.1568627451
"5816","kia","niro",2019,22420
"5817","kia","niro",2020,39296.6666666667
"5818","kia","niro",2021,31157.5
"5819","kia","optima",2002,4999
"5820","kia","optima",2004,5749
"5821","kia","optima",2005,3850
"5822","kia","optima",2006,4422.875
"5823","kia","optima",2007,5120
"5824","kia","optima",2008,4189.76923076923
"5825","kia","optima",2009,5527.57894736842
"5826","kia","optima",2010,5186.73333333333
"5827","kia","optima",2011,8192.72222222222
"5828","kia","optima",2012,9193.64583333333
"5829","kia","optima",2013,10223.7680412371
"5830","kia","optima",2014,11177.3604651163
"5831","kia","optima",2015,12652.6133828996
"5832","kia","optima",2016,14504.39375
"5833","kia","optima",2017,15080.025974026
"5834","kia","optima",2018,17800.2427184466
"5835","kia","optima",2019,18908.4492753623
"5836","kia","optima",2020,18587.1896551724
"5837","kia","optima,",2015,11999
"5838","kia","optimia",2013,6995
"5839","kia","optioma",2016,13000
"5840","kia","rio",2004,4490
"5841","kia","rio",2005,3595
"5842","kia","rio",2006,3899
"5843","kia","rio",2007,4462.45454545455
"5844","kia","rio",2008,4611.42857142857
"5845","kia","rio",2009,4786.97142857143
"5846","kia","rio",2010,5061.33333333333
"5847","kia","rio",2011,4550
"5848","kia","rio",2012,6891.5625
"5849","kia","rio",2013,6109.58333333333
"5850","kia","rio",2014,7189
"5851","kia","rio",2015,7720.5
"5852","kia","rio",2016,8767.59523809524
"5853","kia","rio",2017,10573.9285714286
"5854","kia","rio",2018,13695.8695652174
"5855","kia","rio",2019,14044.0833333333
"5856","kia","rio",2020,17439.75
"5857","kia","rio",2021,20919.75
"5858","kia","rio5",2008,3999
"5859","kia","rio5",2009,4997
"5860","kia","rio5",2010,4000
"5861","kia","rio5",2012,6599
"5862","kia","rio5",2014,5500
"5863","kia","rio5",2015,10997
"5864","kia","rio5",2018,16307
"5865","kia","rondo",2007,4776.36363636364
"5866","kia","rondo",2008,5370
"5867","kia","rondo",2009,4651.04347826087
"5868","kia","sedona",2002,3477
"5869","kia","sedona",2003,4000
"5870","kia","sedona",2004,4917.6
"5871","kia","sedona",2005,4664.17647058824
"5872","kia","sedona",2006,4426.4
"5873","kia","sedona",2007,4460.11764705882
"5874","kia","sedona",2008,4801.8125
"5875","kia","sedona",2009,4670.44444444444
"5876","kia","sedona",2010,6130.76923076923
"5877","kia","sedona",2011,6601.33333333333
"5878","kia","sedona",2012,7433.42307692308
"5879","kia","sedona",2013,6500
"5880","kia","sedona",2014,8764.66666666667
"5881","kia","sedona",2015,14371.0625
"5882","kia","sedona",2016,13764.1388888889
"5883","kia","sedona",2017,19464.2857142857
"5884","kia","sedona",2018,26913.7
"5885","kia","sedona",2020,37720
"5886","kia","sedona+",2006,3500
"5887","kia","seltos",2021,25124.5
"5888","kia","sodona",2008,3500
"5889","kia","sorent",2011,8300
"5890","kia","sorent0",2011,8950
"5891","kia","sorento",2004,4440.8
"5892","kia","sorento",2005,4608
"5893","kia","sorento",2006,4672.80952380952
"5894","kia","sorento",2007,5635.55555555556
"5895","kia","sorento",2008,6149.45
"5896","kia","sorento",2009,6313.75
"5897","kia","sorento",2011,7994.14569536424
"5898","kia","sorento",2012,10140.4705882353
"5899","kia","sorento",2013,9682.35416666667
"5900","kia","sorento",2014,12262.3065693431
"5901","kia","sorento",2015,13712.35
"5902","kia","sorento",2016,17235
"5903","kia","sorento",2017,19629.0168067227
"5904","kia","sorento",2018,22947.8378378378
"5905","kia","sorento",2019,24573.7049180328
"5906","kia","sorento",2020,24802.7142857143
"5907","kia","sorento",2021,39691.25
"5908","kia","sorrento",2006,4163.33333333333
"5909","kia","sorrento",2011,6500
"5910","kia","sorrento",2013,9398.75
"5911","kia","sorrento",2014,18000
"5912","kia","sorrento",2015,12944
"5913","kia","sorrento",2016,35000
"5914","kia","sorrento",2017,18500
"5915","kia","sorrento",2019,20000
"5916","kia","sorrento",2020,26000
"5917","kia","sorrnto",2011,5000
"5918","kia","soul",2010,6241.85714285714
"5919","kia","soul",2011,7014.74137931035
"5920","kia","soul",2012,6689.34
"5921","kia","soul",2013,7894.28571428571
"5922","kia","soul",2014,9387.80357142857
"5923","kia","soul",2015,10467.7679558011
"5924","kia","soul",2016,12563.8720538721
"5925","kia","soul",2017,14615.9586206897
"5926","kia","soul",2018,16313.6119402985
"5927","kia","soul",2019,16038.40625
"5928","kia","soul",2020,18960.269035533
"5929","kia","soul",2021,20849.5454545455
"5930","kia","soul!",2010,9990
"5931","kia","soul+",2012,6750
"5932","kia","soul+",2016,10197.5
"5933","kia","sould",2015,6999
"5934","kia","soule",2012,8995
"5935","kia","spectra",2001,3875
"5936","kia","spectra",2004,4650
"5937","kia","spectra",2005,4400
"5938","kia","spectra",2006,5400
"5939","kia","spectra",2007,4095.08333333333
"5940","kia","spectra",2008,5301.33333333333
"5941","kia","spectra",2009,4248.35714285714
"5942","kia","spectra5",2008,4500
"5943","kia","spectra5",2009,4075
"5944","kia","sportage",1999,3500
"5945","kia","sportage",2000,3999
"5946","kia","sportage",2001,3599
"5947","kia","sportage",2002,3500
"5948","kia","sportage",2005,4684.2
"5949","kia","sportage",2006,4720.7
"5950","kia","sportage",2007,6081.45454545455
"5951","kia","sportage",2008,5765.07692307692
"5952","kia","sportage",2009,6410.65
"5953","kia","sportage",2010,6387
"5954","kia","sportage",2011,9240.93103448276
"5955","kia","sportage",2012,10071.775
"5956","kia","sportage",2013,11266.1666666667
"5957","kia","sportage",2014,11550.8888888889
"5958","kia","sportage",2015,12776.8717948718
"5959","kia","sportage",2016,13454.0243902439
"5960","kia","sportage",2017,17310.5652173913
"5961","kia","sportage",2018,20569.4128440367
"5962","kia","sportage",2019,20247.1746031746
"5963","kia","sportage",2020,22141.4533333333
"5964","kia","sportage",2021,28096.75
"5965","kia","sportgage",2006,4500
"5966","kia","sportqage",2009,5695
"5967","kia","stinger",2018,32031.5319148936
"5968","kia","stinger",2019,35844.75
"5969","kia","stinger",2020,35826.303030303
"5970","kia","stinger",2021,51518.3333333333
"5971","kia","telluride",2020,39580.2727272727
"5972","kia","telluride",2021,45658.125
"5973","kia","telluridew",2020,39900
"5974","kia","versa",2007,3995
"5975","land rover","2013",2013,32499
"5976","land rover","2016",2016,40000
"5977","land rover","4.6",1996,5000
"5978","land rover","4.6",2000,13000
"5979","land rover","4wd",2015,39500
"5980","land rover","4x4",2015,49999
"5981","land rover","autobiography",2015,51395
"5982","land rover","classic",1992,11000
"5983","land rover","defender",1992,33500
"5984","land rover","defender",1998,45000
"5985","land rover","defender",2020,56500
"5986","land rover","discovery",1996,24500
"5987","land rover","discovery",1999,6133.33333333333
"5988","land rover","discovery",2000,8775
"5989","land rover","discovery",2001,3500
"5990","land rover","discovery",2002,10041.6666666667
"5991","land rover","discovery",2003,11514.2857142857
"5992","land rover","discovery",2004,17112.375
"5993","land rover","discovery",2006,7000
"5994","land rover","discovery",2015,21424
"5995","land rover","discovery",2016,24530.0212765957
"5996","land rover","discovery",2017,31536.9587628866
"5997","land rover","discovery",2018,34426.4871794872
"5998","land rover","discovery",2019,35351.9302325581
"5999","land rover","discovery",2020,40315.1333333333
"6000","land rover","ebony",2014,37995
"6001","land rover","evoke",2014,23990
"6002","land rover","evoque",2008,10150
"6003","land rover","evoque",2012,17995.5882352941
"6004","land rover","evoque",2013,20805.9411764706
"6005","land rover","evoque",2014,20339.9655172414
"6006","land rover","evoque",2015,23088.652173913
"6007","land rover","evoque",2016,27659.375
"6008","land rover","evoque",2017,27881.4642857143
"6009","land rover","evoque",2018,41879.5454545455
"6010","land rover","evoque",2019,45140.8333333333
"6011","land rover","evoque",2020,49353.1111111111
"6012","land rover","freelander",2002,3500
"6013","land rover","freelander",2003,5497.5
"6014","land rover","freelander",2004,3950
"6015","land rover","hse",1999,5500
"6016","land rover","hse",2002,5000
"6017","land rover","hse",2003,5300
"6018","land rover","hse",2004,7500
"6019","land rover","hse",2005,8957.30769230769
"6020","land rover","hse",2006,5983.33333333333
"6021","land rover","hse",2007,10999
"6022","land rover","hse",2008,8968.9
"6023","land rover","hse",2009,11200
"6024","land rover","hse",2010,10922.25
"6025","land rover","hse",2011,17076.5714285714
"6026","land rover","hse",2012,19609.9655172414
"6027","land rover","hse",2013,33970.2
"6028","land rover","hse",2014,39649.6666666667
"6029","land rover","hse",2015,42995
"6030","land rover","hse",2016,40940.5833333333
"6031","land rover","hse",2019,56950
"6032","land rover","hse**v8,",2014,43337
"6033","land rover","l320",2010,7700
"6034","land rover","l322",2006,9999
"6035","land rover","lr",2009,10495
"6036","land rover","lr",2011,7500
"6037","land rover","lr",2012,17998
"6038","land rover","lr2",2008,8182.4375
"6039","land rover","lr2",2009,8798.63636363636
"6040","land rover","lr2",2010,9379
"6041","land rover","lr2",2011,10168.3333333333
"6042","land rover","lr2",2012,13353.4285714286
"6043","land rover","lr2",2013,14260.5
"6044","land rover","lr2",2014,19052.8461538462
"6045","land rover","lr3",2005,6367.125
"6046","land rover","lr3",2006,7499
"6047","land rover","lr3",2007,8850
"6048","land rover","lr3",2008,10202.2857142857
"6049","land rover","lr4",2010,14403.2941176471
"6050","land rover","lr4",2011,12509.3333333333
"6051","land rover","lr4",2012,13774.5
"6052","land rover","lr4",2013,17874.4666666667
"6053","land rover","lr4",2014,23760
"6054","land rover","lr4",2015,29362.0833333333
"6055","land rover","lr4",2016,35175.6896551724
"6056","land rover","lwb",2015,55990
"6057","land rover","range",2003,10500
"6058","land rover","range",2009,12995
"6059","land rover","range",2010,9900
"6060","land rover","range",2012,24346.511627907
"6061","land rover","range",2013,24591.8125
"6062","land rover","range",2014,37276.4285714286
"6063","land rover","range",2015,25683.75
"6064","land rover","range",2016,35325.5
"6065","land rover","range",2017,32371.3953488372
"6066","land rover","range",2018,36639.1052631579
"6067","land rover","range",2020,46702.1212121212
"6068","land rover","rangerover sport",2016,47995
"6069","land rover","sc",2010,14500
"6070","land rover","sc",2011,17249
"6071","land rover","sc",2014,48995
"6072","land rover","spo",2011,16174.5
"6073","land rover","spo",2014,30999
"6074","land rover","sport",2006,8510.08333333333
"6075","land rover","sport",2007,9719.88888888889
"6076","land rover","sport",2008,12146
"6077","land rover","sport",2009,11340.4444444444
"6078","land rover","sport",2010,14134
"6079","land rover","sport",2011,16805.9591836735
"6080","land rover","sport",2012,18343.9166666667
"6081","land rover","sport",2013,20502.2727272727
"6082","land rover","sport",2014,31245.9130434783
"6083","land rover","sport",2015,36099.8888888889
"6084","land rover","sport",2016,43919.6595744681
"6085","land rover","sport",2017,44360.3684210526
"6086","land rover","sport",2018,55665
"6087","land rover","supercha",2006,9991
"6088","land rover","supercha",2008,12991
"6089","land rover","superchar",2011,14700
"6090","land rover","superchar",2016,4000
"6091","land rover","superchar",2017,4995
"6092","land rover","supercharged",2012,18900
"6093","land rover","v6",2017,51999
"6094","land rover","velar",2018,50083.25
"6095","land rover","velar",2019,48814
"6096","lexus","20",2001,6950
"6097","lexus","20",2017,30000
"6098","lexus","43",2002,4295
"6099","lexus","43",2004,6500
"6100","lexus","43",2005,11900
"6101","lexus","46",2007,12000
"6102","lexus","ct",2010,6900
"6103","lexus","ct",2011,10569.4736842105
"6104","lexus","ct",2012,12875.2
"6105","lexus","ct",2013,16018.6666666667
"6106","lexus","ct",2014,15099.1818181818
"6107","lexus","ct",2015,18036.4285714286
"6108","lexus","ct",2016,17501.2857142857
"6109","lexus","ct",2017,21655.6666666667
"6110","lexus","de",2015,51997
"6111","lexus","es",1992,4500
"6112","lexus","es",1996,3599
"6113","lexus","es",1998,4110
"6114","lexus","es",1999,4945
"6115","lexus","es",2000,4119.8
"6116","lexus","es",2001,5656
"6117","lexus","es",2002,4848.42857142857
"6118","lexus","es",2003,5125.87804878049
"6119","lexus","es",2004,5935.48648648649
"6120","lexus","es",2005,5847.21153846154
"6121","lexus","es",2006,6832.625
"6122","lexus","es",2007,8789.41176470588
"6123","lexus","es",2008,8725.11111111111
"6124","lexus","es",2009,10830.3620689655
"6125","lexus","es",2010,11332.2068965517
"6126","lexus","es",2011,10786.0882352941
"6127","lexus","es",2012,14975.3611111111
"6128","lexus","es",2013,17540.1699346405
"6129","lexus","es",2014,19257.6666666667
"6130","lexus","es",2015,22453.5079365079
"6131","lexus","es",2016,27106.2380952381
"6132","lexus","es",2017,26083.6194690265
"6133","lexus","es",2018,30028.1153846154
"6134","lexus","es",2019,38838.2291666667
"6135","lexus","es",2020,42533.9
"6136","lexus","gs",1998,6125
"6137","lexus","gs",1999,5708.09090909091
"6138","lexus","gs",2000,5719
"6139","lexus","gs",2001,6965
"6140","lexus","gs",2002,5890.71428571429
"6141","lexus","gs",2003,6524.14285714286
"6142","lexus","gs",2004,7464.44444444444
"6143","lexus","gs",2005,4999
"6144","lexus","gs",2006,9358.175
"6145","lexus","gs",2007,11486.2195121951
"6146","lexus","gs",2008,10408.1
"6147","lexus","gs",2009,11701.8
"6148","lexus","gs",2010,13663.2222222222
"6149","lexus","gs",2011,12539.3333333333
"6150","lexus","gs",2013,20932.7888888889
"6151","lexus","gs",2014,22090.1917808219
"6152","lexus","gs",2015,25603.1176470588
"6153","lexus","gs",2016,31109.2307692308
"6154","lexus","gs",2017,29615.9761904762
"6155","lexus","gs",2018,34034.8292682927
"6156","lexus","gs",2019,40590
"6157","lexus","gs",2020,46071
"6158","lexus","gx",2003,12675.5294117647
"6159","lexus","gx",2004,17078.0256410256
"6160","lexus","gx",2005,16283.0833333333
"6161","lexus","gx",2006,17600.2
"6162","lexus","gx",2007,15642.15
"6163","lexus","gx",2008,17811
"6164","lexus","gx",2009,18259
"6165","lexus","gx",2010,21331.625
"6166","lexus","gx",2011,22617.1428571429
"6167","lexus","gx",2012,24674.9285714286
"6168","lexus","gx",2013,25196.0294117647
"6169","lexus","gx",2014,29824.5161290323
"6170","lexus","gx",2015,31694.7419354839
"6171","lexus","gx",2016,34316.8974358974
"6172","lexus","gx",2017,37811.2380952381
"6173","lexus","gx",2018,40143.4032258065
"6174","lexus","gx",2019,47050.5
"6175","lexus","gx",2020,54139.3333333333
"6176","lexus","gx",2021,57000
"6177","lexus","hs",2010,10055.1666666667
"6178","lexus","hs",2011,11744.375
"6179","lexus","hs",2012,16999
"6180","lexus","is",2001,5883.16666666667
"6181","lexus","is",2002,8496.15384615385
"6182","lexus","is",2003,6025
"6183","lexus","is",2004,8372.5
"6184","lexus","is",2005,6312.25
"6185","lexus","is",2006,8919.11111111111
"6186","lexus","is",2007,8392.10126582278
"6187","lexus","is",2008,10577.2786885246
"6188","lexus","is",2009,10009.9756097561
"6189","lexus","is",2010,16874.8043478261
"6190","lexus","is",2011,12350.4651162791
"6191","lexus","is",2012,16223.2432432432
"6192","lexus","is",2013,18034.56
"6193","lexus","is",2014,23351.8457446808
"6194","lexus","is",2015,23239.4848484848
"6195","lexus","is",2016,24169.5555555556
"6196","lexus","is",2017,27133.5576923077
"6197","lexus","is",2018,34641.5441176471
"6198","lexus","is",2019,34648.875
"6199","lexus","is",2020,38882.2153846154
"6200","lexus","is",2021,42000
"6201","lexus","ls",1992,5500
"6202","lexus","ls",1996,11500
"6203","lexus","ls",1998,7000
"6204","lexus","ls",1999,4500
"6205","lexus","ls",2000,4875
"6206","lexus","ls",2001,6227.91666666667
"6207","lexus","ls",2002,5376.57142857143
"6208","lexus","ls",2003,7084.94117647059
"6209","lexus","ls",2004,8422.03846153846
"6210","lexus","ls",2005,8862.73529411765
"6211","lexus","ls",2006,9854.22222222222
"6212","lexus","ls",2007,12514.6352941176
"6213","lexus","ls",2008,14563.28125
"6214","lexus","ls",2009,14362.4
"6215","lexus","ls",2010,14995.9655172414
"6216","lexus","ls",2011,19397.3
"6217","lexus","ls",2012,22866.8
"6218","lexus","ls",2013,29911.3594771242
"6219","lexus","ls",2014,28859.9542857143
"6220","lexus","ls",2015,34334.6153846154
"6221","lexus","ls",2016,34125.6785714286
